word,assigned_level,short_reason,sources,difficulty_score
Diction,level2,"frequency: seen regularly, though slightly less everyday | concept: mostly clear, with a slightly broader meaning | structure: has the suffix “-tion”, which often appears in formal vocabulary | nuance: can be used figura",11PlusSuccess2019-2020|ExamNinja,2.75
Diffident,level3,"frequency: more bookish and not used daily — concept: more nuanced than a simple everyday term — structure: not difficult to spell, but longer than everyday words — nuance: often used in a particular register (formal/pre",11PlusSuccess2019-2020|ExamNinja,3.0
Diffuse,level1,"frequency: very common in everyday speech — concept: simple meaning tied to everyday situations — structure: not difficult to spell, but longer than everyday words — nuance: usually literal and unambiguous",ExamNinja,2.0
Digest,level1,"frequency: often heard and read by children; concept: easy, straightforward idea; structure: compact spelling with no tricky affixes; nuance: usually literal and unambiguous",11PlusGuideY5-6|ExamNinja,2.0
Digression,level4,frequency: uncommon and quite formal — concept: subtle meaning that depends strongly on context — structure: “-sion” ending makes it more multi-syllable — nuance: strong connotation and precise usage expected,ExamNinja,4.0
Dilapidated,level3,frequency: more bookish and not used daily | concept: precise meaning used in careful writing | structure: long and multi-syllable | nuance: can be confused with near‑synonyms if used loosely,11PlusGuideY5-6|11PlusSuccess2019-2020|ExamNinja,3.25
Diligence,level3,"frequency: less common; often appears in formal writing; concept: more nuanced than a simple everyday term; structure: has the suffix “-ence”, which often appears in formal vocabulary; nuance: used for precise shades of",11PlusSuccess2019-2020|ExamNinja,3.0
Diligent,level3,"frequency: relatively uncommon outside reading and lessons; concept: abstract or specialised idea; structure: not difficult to spell, but longer than everyday words; nuance: can be confused with near‑synonyms if used loo",11PlusSuccess2019-2020|ExamNinja,3.0
Diluted,level2,"frequency: seen regularly, though slightly less everyday; concept: mostly clear, with a slightly broader meaning; structure: medium length with more to sound out; nuance: can be used figuratively as well as literally",11PlusGuideY5-6|ExamNinja,2.25
Diminish,level2,"frequency: seen regularly, though slightly less everyday — concept: understandable but can vary by context — structure: medium length with more to sound out — nuance: sometimes overlaps with similar words",TrickyList2024,2.75
Diminution,level4,"frequency: low‑frequency, high‑level vocabulary — concept: highly nuanced or abstract — structure: has the suffix “-tion”, which often appears in formal vocabulary — nuance: strong connotation and precise usage expected",ExamNinja,4.0
Disarray,level3,"frequency: more bookish and not used daily | concept: more nuanced than a simple everyday term | structure: includes the prefix “dis-”, changing the base meaning | nuance: often used in a particular register (formal/prec",11PlusGuideY5-6|11PlusSuccess2019-2020|ExamNinja,3.0
Disastrous,level4,"frequency: rare; mainly found in advanced or academic texts; concept: sophisticated idea that needs careful interpretation; structure: has a prefix (“dis-”) and a suffix (“-ous”), making it multi-part; nuance: meaning ca",11PlusGuideY5-6|ExamNinja,3.5
Disband,level1,"frequency: high‑use everyday word; concept: easy, straightforward idea; structure: prefixed with “dis-”, making the form less straightforward; nuance: used in a straightforward way",ExamNinja,2.0
Discerning,level3,"frequency: more bookish and not used daily — concept: precise meaning used in careful writing — structure: includes the prefix “dis-”, changing the base meaning — nuance: often used in a particular register (formal/preci",11PlusSuccess2019-2020|ExamNinja,3.25
Disclose,level2,"frequency: seen regularly, though slightly less everyday; concept: moderately abstract compared with basic words; structure: prefixed with “dis-”, making the form less straightforward; nuance: sometimes overlaps with sim",11PlusGuideY5-6|ExamNinja,2.75
Discombobulated,level3,"frequency: less common; often appears in formal writing | concept: more nuanced than a simple everyday term | structure: includes the prefix “dis-”, changing the base meaning | nuance: used for precise shades of meaning",ExamNinja,3.25
Discontent,level4,"frequency: uncommon and quite formal; concept: sophisticated idea that needs careful interpretation; structure: includes the prefix “dis-”, changing the base meaning; nuance: subtle register and connotations; easy to mis",11PlusGuideY5-6|ExamNinja,3.5
Discordant,level4,"frequency: rare; mainly found in advanced or academic texts; concept: subtle meaning that depends strongly on context; structure: prefixed with “dis-”, making the form less straightforward; nuance: subtle register and co",ExamNinja,3.5
Discredit,level2,"frequency: fairly common in books and schoolwork; concept: mostly clear, with a slightly broader meaning; structure: includes the prefix “dis-”, changing the base meaning; nuance: can be used figuratively as well as lite",ExamNinja,2.75
Discreet,level2,"frequency: seen regularly, though slightly less everyday | concept: moderately abstract compared with basic words | structure: uses “dis-” at the start, so pupils must unpack the prefix | nuance: meaning shifts slightly",TrickyList2024,2.75
Discrepancy,level3,"frequency: less common; often appears in formal writing — concept: more nuanced than a simple everyday term — structure: prefixed with “dis-”, making the form less straightforward — nuance: often used in a particular reg",ExamNinja,3.25
Discretionary,level4,"frequency: low‑frequency, high‑level vocabulary | concept: sophisticated idea that needs careful interpretation | structure: built with “dis-” and “-ary”, so it is longer and more complex | nuance: subtle register and co",11PlusSuccess2019-2020|ExamNinja,3.5
Discriminating,level3,"frequency: more bookish and not used daily; concept: more nuanced than a simple everyday term; structure: includes the prefix “dis-”, changing the base meaning; nuance: often used in a particular register (formal/precise",ExamNinja,3.25
Discursive,level4,"frequency: uncommon and quite formal | concept: sophisticated idea that needs careful interpretation | structure: contains common affixes (“dis-”, “-ive”), which adds complexity | nuance: strong connotation and precise u",ExamNinja,3.5
Disdain,level1,"frequency: often heard and read by children — concept: easy, straightforward idea — structure: prefixed with “dis-”, making the form less straightforward — nuance: used in a straightforward way",ExamNinja,2.0
Disembark,level2,"frequency: common, but not constant in daily talk; concept: mostly clear, with a slightly broader meaning; structure: prefixed with “dis-”, making the form less straightforward; nuance: meaning shifts slightly across con",TrickyList2024,2.75
Dishevelled,level3,"frequency: relatively uncommon outside reading and lessons | concept: abstract or specialised idea | structure: uses “dis-” at the start, so pupils must unpack the prefix | nuance: can be confused with near‑synonyms if u","11PlusGuideY5-6,TrickyList2024|11PlusSuccess2019-2020|ExamNinja",3.25
Disinclination,level4,"frequency: uncommon and quite formal — concept: sophisticated idea that needs careful interpretation — structure: contains common affixes (“dis-”, “-tion”), which adds complexity — nuance: subtle register and connotation",ExamNinja,4.0
